pid,pub_type,pub_date,title,authors,doi,ark,journal,collaboration
"articles:10513","article","2011-01-21","Climate forcing reconstructions for use in PMIP simulations of the last millennium (v1.0)","Schmidt, G.;Jungclaus, J.;et al","10.5194/gmd-4-33-201","ark:/85065/d7sb467v","Geoscientific Model Development","UCAR, University and Other"
"articles:10514","article","2010-11-15","Anthropogenic land cover changes in a GCM with surface albedo changes based on MODIS data","Kvalevåg, M.;Myhre, G.;et al","10.1002/joc.2012","ark:/85065/d7hx1d64","International Journal of Climatology","UCAR, University and Other"
"articles:10515","article","2010-10-21","Recent decline in the global land evapotranspiration trend due to limited moisture supply","Jung, M.;Reichstein, M.;et al","10.1038/nature09396","ark:/85065/d78c9wrf","Nature","UCAR, University and Other"
"articles:10516","article","2011-04-01","Biophysical considerations in forestry for climate protection","Anderson, R.;Canadell, J.;et al","10.1890/090179","ark:/85065/d70v8d8b","Frontiers in Ecology and the Environment","UCAR, University and Other"
"articles:10517","article","2011-05-05","Parameterization improvements and functional and structural advances in version 4 of the Community Land Model","Lawrence, D.;Oleson, K.;et al","10.1029/2011MS000045","ark:/85065/d7rf5vhd","Journal of Advances in Modeling Earth Systems","UCAR, University and Other"
"articles:10518","article","2011-05-18","Improving canopy processes in the Community Land Model version 4 (CLM4) using global flux fields empirically inferred from FLUXNET data","Bonan, G.;Lawrence, P.;et al","10.1029/2010JG001593","ark:/85065/d7gx4c2r","Journal of Geophysical Research-Biogeosciences","UCAR and Other"
"articles:10519","article","2010-11-06","A microwave land data assimilation system: Scheme and preliminary evaluation over China","Tian, X.;Xie, Z.;et al","10.1029/2010JD014370","ark:/85065/d77d2vmm","Journal of Geophysical Research-Atmospheres","UCAR and University"
"articles:10521","article","2011-11-01","COSMO-CLM²: a new version of the COSMO-CLM model coupled to the Community Land Model","Davin, E.;Stockli, R.;et al","10.1007/s00382-011-1019-z","ark:/85065/d7qf8tc1","Climate Dynamics","UCAR and Other"
"articles:10522","article","2011-03-01","The surface-pressure signature of atmospheric tides in modern climate models","Covey, C.;Dai, A.;et al","10.1175/2010JAS3560.1","ark:/85065/d7fx79xz","Journal of the Atmospheric Sciences","UCAR, University and Other"
"articles:10523","article","2011-06-29","Characteristics and trends in various forms of the Palmer Drought Severity Index during 1900-2008","Dai, A.","10.1029/2010JD015541","ark:/85065/d76d5tfs","Journal of Geophysical Research-Atmospheres","UCAR only"
"articles:10526","article","2011-02-01","Constraints on climate sensitivity from radiation patterns in climate models","Huber, M.;Mahlstein, I.;et al","10.1175/2010JCLI3403.1","ark:/85065/d7959j14","Journal of Climate","UCAR and University"
"articles:10528","article","2011-09-01","Temperature and water vapor variance scaling in global models: Comparisons to satellite and aircraft data","Kahn, B.;Teixeira, J.;et al","10.1175/2011JAS3737.1","ark:/85065/d7x067jv","Journal of the Atmospheric Sciences","UCAR, University and Other"
"articles:10529","article","2010-11-19","Observed 20th century desert dust variability: Impact on climate and biogeochemistry","Mahowald, N.;Kloster, S.;et al","10.5194/acpd-10-12585-2010","ark:/85065/d7hq40cg","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:10530","article","2010-06-01","The contribution of snow condition trends to future ground climate","Lawrence, D.;Slater, A.","10.1007/s00382-009-0537-4","ark:/85065/d7862gzs","Climate Dynamics","UCAR and University"
"articles:10531","article","2011-09-01","A stability analysis of divergence damping on a latitude-longitude grid","Whitehead, J.;Jablonowski, C.;et al","10.1175/2011MWR3607.1","ark:/85065/d70r9pw2","Monthly Weather Review","UCAR and University"
"articles:10532","article","2012-04-01","Evaluating advection/transport schemes using interrelated tracers, scatter plots and numerical mixing diagnostics","Lauritzen, P.;Thuburn, J.","","ark:/85065/d7r78fpr","Quarterly Journal of the Royal Meteorological Society","UCAR and University"
"articles:10535","article","2011-12-01","Centennial-scale climate change from decadally-paced explosive volcanism: A coupled sea ice-ocean mechanism","Zhong, Y.;Miller, G.;et al","10.1007/s00382-010-0967-z","ark:/85065/d7zs2x14","Climate Dynamics","UCAR and University"
"articles:10544","article","2012-08-01","Simulation of the intraseasonal variability over the eastern Pacific ITCZ in climate models","Jiang, X.;Waliser, D.;et al","10.1007/s00382-011-1098-x","ark:/85065/d7nc61qx","Climate Dynamics","UCAR, University and Other"
"articles:10545","article","2010-12-31","Validation of Goddard Earth Observing System-version 5 MERRA planetary boundary layer heights using CALIPSO","Jordan, N.;Hoff, R.;et al","10.1029/2009JD013777","ark:/85065/d7cv4j8w","Journal of Geophysical Research-Atmospheres","UCAR and University"
"articles:10546","article","2011-02-19","Spatial statistics of likely convective clouds in CloudSat data","Bacmeister, J.;Stephens, G.","10.1029/2010JD014444","ark:/85065/d74b31t4","Journal of Geophysical Research-Atmospheres","UCAR and University"
"articles:10547","article","2010-11-04","Decline and recovery of total column ozone using a multimodel time series analysis","Austin, J.;Scinocca, J.;et al","10.1029/2010JD013857","ark:/85065/d7vt1sm4","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:10548","","2011-05-11","","no authors found","10.1029/2010JD014971","ark:/85065/d7mc90j3","",""
"articles:10549","article","2012-05-01","Climate change projections and stratosphere-troposphere interaction","Scaife, A.;Spangehl, T.;et al","10.1007/s00382-011-1080-7","ark:/85065/d7bv7h4h","Climate Dynamics","UCAR, University and Other"
"articles:10550","article","2011-12-01","A modeling study of the effects of aerosols on clouds and precipitation over East Asia","Liu, X.;Xie, X.;et al","10.1007/s00704-011-0436-6","ark:/85065/d73b60mv","Theoretical and Applied Climatology","UCAR and University"
"articles:10551","article","2011-04-23","Record of tropical interannual variability of temperature and water vapor from a combined AIRS-MLS data set","Liang, C.;Eldering, A.;et al","10.1029/2010JD014841","ark:/85065/d7tx3fvm","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:10552","article","2010-08-24","Sensitivity of 21st century stratospheric ozone to greenhouse gas scenarios","Eyring, V.;Cionni, I.;et al","10.1029/2010GL044443","ark:/85065/d7kd1zdw","Geophysical Research Letters","UCAR, University and Other"
"articles:10553","article","2010-10-23","Multimodel assessment of the upper troposphere and lower stratosphere: Tropics and global trends","Gettelman, A.;Hegglin, M.;et al","10.1029/2009JD013638","ark:/85065/d79w0fzt","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:10554","article","2010-12-21","Dreary state of precipitation in global models","Stephens, G.;L'Ecuyer, T.;et al","10.1029/2010JD014532","ark:/85065/d72b8zhj","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:10555","article","2010-10-15","Chemistry-climate model simulations of twenty-first century stratospheric climate and circulation changes","Butchart, N.;Cionni, I.;et al","10.1175/2010JCLI3404.1","ark:/85065/d7sx6drp","Journal of Climate","UCAR, University and Other"
"articles:10556","article","2010-11-05","Chemistry-climate model simulations of spring Antarctic ozone","Austin, J.;Struthers, H.;et al","10.1029/2009JD013577","ark:/85065/d7jd4x9z","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:10557","article","2011-02-01","The integrated WRF/urban modeling system: development, evaluation, and applications to urban environmental problems","Chen, F.;Kusaka, H.;et al","10.1002/joc.2158","ark:/85065/d78w3ds0","International Journal of Climatology","UCAR, University and Other"
"articles:10559","article","2010-05-02","A large-eddy simulation study of the influence of subsidence on the stably stratified atmospheric boundary layer","Mirocha, J.;Kosovic, B.","10.1007/s10546-009-9449-4","ark:/85065/d7rx9ckv","Boundary-Layer Meteorology","UCAR and Other"
"articles:10563","article","2010-07-01","A quest for effective hygroscopic cloud seeding","Rosenfield, D.;Axisa, D.;et al","10.1175/2010JAMC2307.1","ark:/85065/d7qz2bf1","Journal of Applied Meteorology and Climatology","UCAR and Other"
"articles:10564","article","2011-05-01","A study of the urban boundary layer using different urban parameterizations and high-resolution urban canopy parameters with WRF","Salamanca, F.;Martilli, A.;et al","10.1175/2010JAMC2538.1","ark:/85065/d7gf0v09","Journal of Applied Meteorology and Climatology","UCAR and Other"
"articles:10566","article","2010-01-05","Climate and melting variability in Antarctica","Tedesco, M.;Monaghan, A.","10.1029/2010EO010001","ark:/85065/d7zg6sr9","Eos","UCAR and University"
"articles:10573","article","2011-02-09","Simulation of regional dust and its effect on photochemistry in the Mexico City area during MILAGRO experiment","Ying, Z.;Tie, X.;et al","10.1016/j.atmosenv.2011.02.018","ark:/85065/d7513zq5","Atmospheric Environment","UCAR, University and Other"
"articles:10576","article","2011-11-01","Simulations of Cyclone Sidr in the Bay of Bengal with a high-resolution model: Sensitivity to large-scale boundary forcing","Kumar, A.;Done, J.;et al","10.1007/s00703-011-0161-9","ark:/85065/d7cj8f0g","Meteorology and Atmospheric Physics","UCAR and Other"
"articles:10584","article","2010-12-01","Atmospheric forcing of Fram Strait sea ice export: A closer look","Tsukernik, M.;Deser, C.;et al","10.1007/s00382-009-0647-z","ark:/85065/d75t3kzp","Climate Dynamics","UCAR and Other"
"articles:10586","article","2011-01-01","On the determination of age of air trends from atmospheric trace species","Garcia, R.;Randel, W.;et al","10.1175/2010JAS3527.1","ark:/85065/d7nv9jrj","Journal of the Atmospheric Sciences","UCAR only"
"articles:10593","article","2012-02-01","The pre-depression Investigation of cloud-systems in the tropics field campaign: Perspectives of early career scientists","Evans, C.;Archambault, H.;et al","10.1175/BAMS-D-11-00024.1","ark:/85065/d7057gf4","Bulletin of the American Meteorological Society","UCAR and University"
"articles:10596","article","2011-06-03","On mesopause region temperature and wind measurements with pseudorandom modulation continuous-wave (PMCW) lidar at 589 nm","She, C.;Yue, J.;et al","10.1364/AO.50.002916","ark:/85065/d72z1625","Applied Optics","UCAR, University and Other"
"articles:10597","article","2011-08-23","Statistical characteristics of gravity wave activities observed by an OH airglow imager at Xinglong, in northern China","Li, Q.;Xu, J.;et al","","ark:/85065/d7td9xvh","Annales Geophysicae","UCAR and University"
"articles:10603","article","2012-01-01","Improved analyses and forecasts of hurricane Ernesto's Genesis using radio occultation data in an ensemble filter assimilation system","Liu, H.;Anderson, J.;et al","10.1175/MWR-D-11-00024.1","ark:/85065/d78g8m72","Monthly Weather Review","UCAR only"
"articles:10604","article","2011-05-20","Conformal invariance in three-dimensional rotating turbulence","Thalabard, S.;Rosenberg, D.;et al","10.1103/PhysRevLett.106.204503","ark:/85065/d70z73s0","Physical Review Letters","UCAR only"
"articles:10607","article","2011-06-01","A hybrid MPI-OpenMP scheme for scalable parallel pseudospectral computations for fluid turbulence","Mininni, P.;Rosenberg, D.;et al","10.1016/j.parco.2011.05.004","ark:/85065/d7c829tj","Parallel Computing","UCAR, University and Other"
"articles:10610","article","2011-08-01","CO source contribution analysis for California during ARCTAS-CARB","Pfister, G.;Avise, J.;et al","10.5194/acp-11-7515-2011","ark:/85065/d7ks6s3g","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:10612","article","2011-10-21","The effect of a giant wind farm on precipitation in a regional climate model","Fiedler, B.;Bukovsky, M.","10.1088/1748-9326/6/4/045101","ark:/85065/d72r3s57","Environmental Research Letters","UCAR and University"
"articles:10617","article","2012-04-01","Seasonal-latitudinal variation of the eastward-propagating diurnal tide with zonal wavenumber 3 in the MLT: Influences of heating and background wind distribution","Zhang, X.;Forbes, J.;et al","10.1016/j.jastp.2011.03.005","ark:/85065/d7sb4689","Journal of Atmospheric and Solar-Terrestrial Physics","UCAR and University"
"articles:10618","article","2012-04-01","Comparison of diurnal tide in models and ground-based observations during the 2005 equinox CAWSES tidal campaign","Chang, L.;Ward, W.;et al","10.1016/j.jastp.2010.12.010","ark:/85065/d7ht2ptv","Journal of Atmospheric and Solar-Terrestrial Physics","UCAR, University and Other"
"articles:10620","article","2011-08-09","The extratropical upper troposphere and lower stratosphere","Gettelman, A.;Hoor, P.;et al","10.1029/2011RG000355","ark:/85065/d70v8d9s","Reviews of Geophysics","UCAR and University"
"articles:10621","article","2011-07-01","Northern Hemisphere atmospheric influence of the solar proton events and ground level enhancement in January 2005","Jackman, C.;Marsh, D.;et al","10.5194/acp-11-6153-2011","ark:/85065/d7rb754x","Atmospheric Chemistry and Physics","UCAR, University and Other"
"articles:10626","article","2011-02-02","Performance of the HOMME dynamical core in the aqua-planet configuration of NCAR CAM4: Equatorial waves","Mishra, S.;Taylor, M.;et al","10.5194/angeo-29-221-2011","ark:/85065/d7ft8mj3","Annales Geophysicae","UCAR, University and Other"
"articles:10627","article","2011-09-01","Polarimetric radar analysis of rain drop size variability in maritime and continental clouds","Wilson, J.;Knight, C.;et al","10.1175/2011JAMC2683.1","ark:/85065/d76d5tg7","Journal of Applied Meteorology and Climatology","UCAR only"
"articles:10632","article","2010-11-04","Water vapor variability and comparisons in the subtropical Pacific from the Observing System Research and Predictability Experiment-Pacific Asian Regional Campaign (T-PARC) Driftsonde, Constellation Observing System for Meteorology, Ionosphere, and Climate (COSMIC), and reanalyses","Wang, J.;Zhang, L.;et al","10.1029/2010JD014494","ark:/85065/d7ww7j64","Journal of Geophysical Research-Atmospheres","UCAR and University"
