wos id	Author	author full name	group authors	title	source	book series	conference title	conference date	conference location	sponsor	host	DE	ID	abstract	issn	isbn	published month-day	published year	volume	issue	part	supplement	special issue	beginning page	ending page	article number	doi
WOS:000287652100001	"Doyle, JD; Jiang, QF; Smith, RB; Grubisic, V"	"Doyle, James D.; Jiang, Qingfang; Smith, Ronald B.; Grubisic, Vanda"		Three-dimensional characteristics of stratospheric mountain waves during T-REX	MONTHLY WEATHER REVIEW									"Measurements from the National Science Foundation/National Center for Atmospheric Research (NSF/NCAR) Gulfstream V (G-V) obtained during the recent Terrain-Induced Rotor Experiment (T-REX) indicate marked differences in the character of the wave response between repeated flight tracks across the Sierra Nevada, which were separated by a distance of approximately 50 km. Observations from several of the G-V research flights indicate that the vertical velocities in the primary wave exhibited variations up to a factor of 2 between the southern and northern portions of the racetrack flight segments in the lower stratosphere, with the largest amplitude waves most often occurring over the southern flight leg, which has a terrain maximum that is 800 m lower than the northern leg. Multiple racetracks at 11.7- and 13.1-km altitudes indicate that these differences were repeatable, which is suggestive that the deviations were likely due to vertically propagating mountain waves that varied systematically in amplitude rather than associated with transients. The cross-mountain horizontal velocity perturbations are also a maximum above the southern portion of the Sierra Nevada ridge. Real data and idealized nonhydrostatic numerical model simulations are used to test the hypothesis that the observed variability in the wave amplitude and characteristics in the along-barrier direction is a consequence of blocking by the three-dimensional Sierra Nevada and the Coriolis effect. The numerical simulation results suggest that wave launching is sensitive to the overall three-dimensional characteristics of the Sierra Nevada barrier, which has an important impact on the wave amplitude and characteristics in the lower stratosphere. Real-time high-resolution Coupled Ocean-Atmosphere Mesoscale Prediction System (COAMPS) forecasts successfully capture the along-barrier variations in the wave amplitude (using vertical velocity as a proxy) as well as skillfully distinguishing between large- and small-amplitude stratospheric wave events during T-REX."	0027-0644		JAN	2011	139	1				3	23		10.1175/2010MWR3466.1
WOS:000287592400001	"Compo, GP; Whitaker, JS; Sardeshmukh, PD; Matsui, N; Allan, RJ; Yin, X; Gleason, BE; Vose, RS; Rutledge, G; Bessemoulin, P; Bronnimann, S; Brunet, M; Crouthamel, RI; Grant, AN; Groisman, PY; Jones, PD; Kruk, MC; Kruger, AC; Marshall, GJ; Maugeri, M; Mok, HY; Nordli, O; Ross, TF; Trigo, RM; Wang, XL; Woodruff, SD; Worley, SJ"	"Compo, G. P.; Whitaker, J. S.; Sardeshmukh, P. D.; Matsui, N.; Allan, R. J.; Yin, X.; Gleason, B. E., Jr.; Vose, R. S.; Rutledge, G.; Bessemoulin, P.; Broennimann, S.; Brunet, M.; Crouthamel, R. I.; Grant, A. N.; Groisman, P. Y.; Jones, P. D.; Kruk, M. C.; Kruger, A. C.; Marshall, G. J.; Maugeri, M.; Mok, H. Y.; Nordli, O.; Ross, T. F.; Trigo, R. M.; Wang, X. L.; Woodruff, S. D.; Worley, S. J."		The twentieth century reanalysis project	QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY									"The Twentieth Century Reanalysis (20CR) project is an international effort to produce a comprehensive global atmospheric circulation dataset spanning the twentieth century, assimilating only surface pressure reports and using observed monthly sea-surface temperature and sea-ice distributions as boundary conditions. It is chiefly motivated by a need to provide an observational dataset with quantified uncertainties for validations of climate model simulations of the twentieth century onall time-scales, with emphasis on the statistics of daily weather. It uses an Ensemble Kalman Filter data assimilation method with background 'first guess' fields supplied by an ensemble of forecasts from a global numerical weather prediction model. This directly yields a global analysis every 6 hours as the most likely state of the atmosphere, and also an uncertainty estimate of that analysis. The 20CR dataset provides the first estimates of global tropospheric variability, and of the dataset's time-varying quality, from 1871 to the present at 6-hourly temporal and 2 degrees spatial resolutions. Intercomparisons with independent radiosonde data indicate that the reanalyses are generally of high quality. The quality in the extratropical Northern Hemisphere throughout the century is similar to that of current three-day operational NWP forecasts. Intercomparisons over the second half-century of these surface-based reanalyses with other reanalyses that also make use of upper-air and satellite data are equally encouraging. It is anticipated that the 20CR dataset will be a valuable resource to the climate research community for both model validations and diagnostic studies. Some surprising results are already evident. For instance, the long-term trends of indices representing the North Atlantic Oscillation, the tropical Pacific Walker Circulation, and the Pacific-North American pattern are weak or non-existent over the full period of record. The long-term trends of zonally averaged precipitation minus evaporation also differ in character from those in climate model simulations of the twentieth century. Copyright (C) 2011 Royal Meteorological Society and Crown Copyright."	0035-9009		JAN	2011	137	654	Part a			1	28		10.1002/qj.776
WOS:000287592400013	"Baran, AJ; Connolly, PJ; Heymsfield, AJ; Bansemer, A"	"Baran, Anthony J.; Connolly, Paul J.; Heymsfield, A. J.; Bansemer, A."		"Using in situ estimates of ice water content, volume extinction coefficient, and the total solar optical depth obtained during the tropical ACTIVE campaign to test an ensemble model of cirrus ice crystals"	QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY									"An ensemble model of cirrus ice crystals combined with a parametrized particle size distribution function (PSD) is used to predict the ice water content (IWC), column-integrated IWC (ice water path, IWP), volume extinction coefficient, and the total solar optical depth, for five tropical cirrus cases. The PSD is estimated from the IWC and in-cloud temperature, and comparisons are presented between the ensemble model predictions and in situ estimates of these microphysical and macrophysical quantities. The in situ estimates were obtained during the Aerosol and Chemical Transport In tropical conVection (ACTIVE) campaign between November-December 2005 and January-February 2006, based at Darwin, Australia. The microphysical instrumentation deployed on the Airborne Australia Egrett research aircraft were the SPEC Cloud Particle Imaging (CPI) probe, Cloud and Aerosol Spectrometer (CAS) and Cloud Imaging Probe (CIP). The CPI was used to measure ice crystal size from about 5 to 1800 mu m, ice crystal number concentration, and to estimate ice crystal shape, IWC, IWP, volume extinction coefficient and the total solar optical depth. The CIP instrument was also used to measure ice crystal size from about 25 to 1550 mu m, ice crystal number concentration and to estimate IWC. For all flights the limited CPI shape recognition algorithm recorded that about 80% or greater of the ice crystal populations were composed of small irregular or 'quasi-spherical' ice crystals. The CPI- and CIP-estimated IWC distributions are compared against each other and it is shown that the distributions are not significantly different at the 95% level of confidence. The CPI- estimated averaged IWC ranged between approximately 5.3 and 98.2 mg m(-3). The CPI- estimated IWP and total solar optical depth ranged between similar to 1.0 +/- 0.5 and 35.0 +/- 17 g m(-2) and between 0.1 +/- 0.05 and 1.46 +/- 0.73, respectively. To predict the IWC and IWP, an ensemble model effective density-size relationship is derived, and it is shown that the uncertainty in the model predictions are generally within the uncertainty of the CPI estimates for all cases considered. It is also demonstrated that, when the CPI- estimated total solar optical depth is greater than unity, the ensemble model combined with the PSD scheme predicts an uncertainty in the volume extinction coefficient and total solar optical depth that is within the CPI experimental range of uncertainty. However, for total solar optical depths much less than unity, the ensemble model combined with the PSD scheme does not generally predict an uncertainty in the volume extinction coefficient and total solar optical depth that is within the lower range of the CPI uncertainty; the physical reason for this is further explored. The paper demonstrates that there is predictive value in combining an ensemble model of ice crystals with a universal PSD scheme to predict the microphysical and macrophysical properties of importance to radiative transfer through tropical cirrus. Moreover, in the case of very low IWC tropical cirrus, further characterization of the PSD is required using a number of in situ instruments. Copyright (C) Royal Meteorological Society and Crown Copyright, 2011"	0035-9009		JAN	2011	137	654	Part a			199	218		10.1002/qj.731
WOS:000286180200022	"Hoyle, CR; Boy, M; Donahue, NM; Fry, JL; Glasius, M; Guenther, A; Hallar, AG; Hartz, KH; Petters, MD; Petaja, T; Rosenoern, T; Sullivan, AP"	"Hoyle, C. R.; Boy, M.; Donahue, N. M.; Fry, J. L.; Glasius, M.; Guenther, A.; Hallar, A. G.; Hartz, K. Huff; Petters, M. D.; Petaja, T.; Rosenoern, T.; Sullivan, A. P."		A review of the anthropogenic influence on biogenic secondary organic aerosol	ATMOSPHERIC CHEMISTRY AND PHYSICS									"Because of the climate and air quality effects of organic aerosol, it is important to quantify the influence of anthropogenic emissions on the aerosol burden, both globally and regionally, and both in terms of mass and number. Methods exist with which the fractions of organic aerosol resulting directly from anthropogenic and biogenic processes can be estimated. However, anthropogenic emissions can also lead to an enhancement in secondary organic aerosol formation from naturally emitted precursors. We term this enhanced biogenic secondary organic aerosol (eBSOA). Here, we review the mechanisms through which such an effect may occur in the atmosphere and describe a work flow via which it may be quantified, using existing measurement techniques. An examination of published data reveals support for the existence of the enhancement effect."	1680-7316			2011	11	1				321	343		10.5194/acp-11-321-2011
WOS:000286180200023	"Lin, CY; Hsu, HM; Sheng, YF; Kuo, CH; Liou, YA"	"Lin, C. -Y.; Hsu, H. -m.; Sheng, Y. -F.; Kuo, C. -H.; Liou, Y. -A."		Mesoscale processes for super heavy rainfall of Typhoon Morakot (2009) over Southern Taiwan	ATMOSPHERIC CHEMISTRY AND PHYSICS									"Within 100 h, a record-breaking rainfall, 2855 mm, was brought to Taiwan by typhoon Morakot in August 2009 resulting in devastating landslides and casualties. Analyses and simulations show that under favorable large-scale situations, this unprecedented precipitation was caused first by the convergence of the southerly component of the pre-existing strong southwesterly monsoonal flow and the northerly component of the typhoon circulation. Then the westerly component of southwesterly flow pushed the highly moist air (mean specific humidity > 16 g/kg between 950 and 700 hPa from NCEP GFS data set) eastward against the Central Mountain Range, and forced it to lift in the preferred area. From the fine-scale numerical simulation, not only did the convergence itself provide the source of the heavy rainfall when it interacted with the topography, but also convective cells existed within the typhoon's main rainband. The convective cells were in the form of small rainbands perpendicular to the main one, and propagated as wave trains downwind. As the main rainband moved northward and reached the southern CMR, convective cells inside the narrow convergence zone to the south and those to the north as wave trains, both rained heavily as they were lifted by the west-facing mountain slopes. Those mesoscale processes were responsible for the unprecedented heavy rainfall total that accompanied this typhoon."	1680-7316			2011	11	1				345	361		10.5194/acp-11-345-2011
WOS:000286180200004	"Boy, M; Sogachev, A; Lauros, J; Zhou, L; Guenther, A; Smolander, S"	"Boy, M.; Sogachev, A.; Lauros, J.; Zhou, L.; Guenther, A.; Smolander, S."		SOSA - a new model to simulate the concentrations of organic vapours and sulphuric acid inside the ABL - Part 1: Model description and initial evaluation	ATMOSPHERIC CHEMISTRY AND PHYSICS									"Chemistry in the atmospheric boundary layer (ABL) is controlled by complex processes of surface fluxes, flow, turbulent transport, and chemical reactions. We present a new model SOSA (model to simulate the concentration of organic vapours and sulphuric acid) and attempt to reconstruct the emissions, transport and chemistry in the ABL in and above a vegetation canopy using tower measurements from the SMEAR II at Hyytiala, Finland and available soundings data from neighbouring meteorological stations. Using the sounding data for upper boundary condition and nudging the model to tower measurements in the surface layer we were able to get a reasonable description of turbulence and other quantities through the ABL. As a first application of the model, we present vertical profiles of organic compounds and discuss their relation to newly formed particles."	1680-7316			2011	11	1				43	51		10.5194/acp-11-43-2011
WOS:000286782100021	"Harris, LM; Lauritzen, PH; Mittal, R"	"Harris, Lucas M.; Lauritzen, Peter H.; Mittal, Rashmi"		A flux-form version of the conservative semi-Lagrangian multi-tracer transport scheme (CSLAM) on the cubed sphere grid	ELECTROCHIMICA ACTA									"A conservative semi-Lagrangian cell-integrated transport scheme (CSLAM) was recently introduced, which ensures global mass conservation and allows long timesteps, multi-tracer efficiency, and shape preservation through the use of reconstruction filtering. This method is fully two-dimensional so that it may be easily implemented on non-cartesian grids such as the cubed-sphere grid. We present a flux-form implementation, FF-CSLAM, which retains the advantages of CSLAM while also allowing the use of flux-limited monotonicity and positivity preservation and efficient tracer sub-cycling. The methods are equivalent in the absence of Flux limiting or reconstruction filtering. FF-CSLAM was found to be third-order accurate when an appropriately smooth initial mass distribution and flow field (with at least a continuous second derivative) was used. This was true even when using highly deformational Flows and when the distribution is advected over the singularities in the cubed sphere, the latter a consequence of the full two-dimensionality of the method. Flux-limited monotonicity preservation, which is only available in a Flux-form method, was found to be both less diffusive and more efficient than the monotone reconstruction filtering available to CSLAM. Despite the additional overhead of computing fluxes compared to CSLAM's cell integrations, the non-monotone FF-CSLAM was found to be at most only 40% slower than CSLAM for Courant numbers less than one, with greater overhead for successively larger Courant numbers. (C) 2010 Elsevier Inc. All rights reserved."	0013-4686		JAN 1	2011	56	3				1215	1237		10.1016/j.jcp.2010.11.001
WOS:000286782100042	"Norman, MR; Nair, RD; Semazzi, FHM"	"Norman, Matthew R.; Nair, Ramachandran D.; Semazzi, Fredrick H. M."		A low communication and large time step explicit finite-volume solver for non-hydrostatic atmospheric dynamics	ELECTROCHIMICA ACTA									"An explicit finite-volume solver is proposed for numerical simulation of non-hydrostatic atmospheric dynamics with promise for efficiency on massively parallel machines via low communication needs and large time steps. Solving the governing equations with a single stage lowers communication, and using the method of characteristics to follow information as it propagates enables large time steps. Using a non-oscillatory interpolant, the method is stable without post-hoc filtering. Characteristic variables (built from interface flux vectors) are integrated upstream from interfaces along their trajectories to compute time-averaged fluxes over a time step. Thus we call this method a Flux-Based Characteristic Semi-Lagrangian (FBCSL) method. Multidimensionality is achieved via a second-order accurate Strang operator splitting. Spatial accuracy is achieved via the third- to fifth-order accurate Weighted Essentially Non-Oscillatory (WENO) interpolant. We implement the theory to form a 2-D non-hydrostatic compressible (Euler system) atmospheric model in which standard test cases confirm accuracy and stability. We maintain stability with time steps larger than CFL = 1 (CFL number determined by the acoustic wave speed, not advection) but note that accuracy degrades unacceptably for most cases with CFL > 2. For the smoothest test case, we ran out to CFL = 7 to investigate the error associated with simulation at large CFL number time steps. Analysis suggests improvement of trajectory computations will improve error for large CFL numbers. (C) 2010 Elsevier Inc. All rights reserved."	0013-4686		JAN 1	2011	56	3				1567	1584		10.1016/j.jcp.2010.11.022
WOS:000287222400002	"Jiang, QF; Liu, M; Doyle, JD"	"Jiang, Qingfang; Liu, Ming; Doyle, James D."		Influence of mesoscale dynamics and turbulence on fine dust transport in E510Owens Valley	JOURNAL OF APPLIED METEOROLOGY AND CLIMATOLOGY									"Fine dust particles emitted from Owens (dry) Lake in California documented during the Terrain-Induced Rotor Experiment (T-REX) of 2006 have been examined using surface observations and a mesoscale aerosol model. Air quality stations around Owens (dry) Lake observed dramatic temporal and spatial variations of surface winds and dust particulate concentration. The hourly particulate concentration averaged over a 2-month period exhibits a strong diurnal variation with a primary maximum in the afternoon, coincident with a wind speed maximum. The strongest dust event documented during the 2-month-long period, with maximum hourly and daily average particulate concentrations of 7000 and 1000 mu g m(-3), respectively, is further examined using output from a high-resolution mesoscale aerosol model simulation. In the morning, with the valley air decoupled from the prevailing westerlies (i.e., cross valley) above the mountaintop, fine particulates are blown off the dry lake bed by moderate up-valley winds and transported along the valley toward northwest. The simulated strong westerlies reach the western part of the valley in the afternoon and more fine dust is scoured off Owens (dry) Lake than in the morning. Assisted by strong turbulence and wave-induced vertical motion in the valley, the westerlies can transport a substantial fraction of the particulate mass across the Inyo Mountains into Death Valley National Park."	1558-8424		JAN	2011	50	1				20	38		10.1175/2010JAMC2522.1
WOS:000285675600026	"Moya, M; Madronich, S; Retama, A; Weber, R; Baumann, K; Nenes, A; Castillejos, M; de Leon, CP"	"Moya, M.; Madronich, S.; Retama, A.; Weber, R.; Baumann, K.; Nenes, A.; Castillejos, M.; Ponce de Leon, C."		Identification of chemistry-dependent artifacts on gravimetric PM fine readings at the T1 site during the MILAGRO field campaign	ATMOSPHERIC ENVIRONMENT									"As part of the MIRAGE (MILAGRO) study conducted 7-30 March 2006 in Mexico City and its Metropolitan Area (MCMA), fine particulate matter (PM(2.5)) was collected using two Tapered Element Oscillating Microbalance (TEOM) systems, and a Partisol instrument at the T1 super-site (Tecamac, State of Mexico). Inorganic analysis was performed on filter-based (PM(1), PM(2.5)-URG) measurements also collected at this site. Measurements from the gravimetric (TEOMs, Partisol) and URG systems were inter-compared with chemical speciation measurements using a Particle Into Liquid Sampler (PILS) and Thermal Optical methods. Mass and chemical balances applied over the first part of the study (11-22 March) showed that a TEOM using a device (SES) which reduces particle-bound water and retains a fraction of semi-volatile compounds (SVM) gives readings similar to 30% larger than a conventional TEOM. In the second part of the study (26-30 March), the loss of SVM during TEOM-heated filter collection (both systems) represented a significant fraction of PM(2.5) mass due to changes in particle composition. Overall, when nonvolatile nitrate dominated (i.e., when associated with crustal species and not NH(4)(+)) and/or sulfate dominates (SO(4)(2-)/NO(3)(-) molar ratio is >1), PM(2.5) mass readings are in agreement with those reported for the T1 site if TEOM is using a SES device. However, when volatile nitrate dominates (i.e., NH(4)NO(3)) or SO(4)(2-)/NO(3)(-) molar ratio is <1, a larger fraction is lost from both TEOMs (with or without the SES device). Under the latter regime, uncertainties are large and gravimetric losses may reach 30%-50%. The gravimetric PARTISOL instrument recorded lower readings under all of the aforementioned conditions with differences versus TEOMs decreasing with increasing RH. These findings call for a careful characterization of such volatilization biases to improve current PM (PM(10). PM(2.5)) measurements/networks, especially in alkaline-rich environments that can favor such biases. With regards to PM(1) and PM(2.5) filter-based measurements, findings are: 1) crustal-related elements are important features in the PM(2.5-1) size fraction; 2) a factor of similar to 2 overestimation of SO(4)(2-) concentrations is recorded on substrates during PM collection and 3) main elements of a typical urban aerosol size distribution are concentrated in the 1 mu m (versus 2.5 mu m) size fraction. (C) 2010 Elsevier Ltd. All rights reserved."	1352-2310		JAN	2011	45	1				244	252		10.1016/j.atmosenv.2010.08.059
WOS:000286721900002	"Kleb, MM; Chen, G; Crawford, JH; Flocke, FM; Brown, CC"	"Kleb, M. M.; Chen, G.; Crawford, J. H.; Flocke, F. M.; Brown, C. C."		An overview of measurement comparisons from the INTEX-B/MILAGRO airborne field campaign	ATMOSPHERIC MEASUREMENT TECHNIQUES									"As part of the NASA's INTEX-B mission, the NASA DC-8 and NSF C-130 conducted three wing-tip to wing-tip comparison flights. The intercomparison flights sampled a variety of atmospheric conditions (polluted urban, non-polluted, marine boundary layer, clean and polluted free troposphere). These comparisons form a basis to establish data consistency, but also should also be viewed as a continuation of efforts aiming to better understand and reduce measurement differences as identified in earlier field intercomparison exercises. This paper provides a comprehensive overview of 140 intercomparisons of data collected as well as a record of the measurement consistency demonstrated during INTEX-B. It is the primary goal to provide necessary information for the future research to determine if the observations from different INTEX-B platforms/instrument are consistent within the PI reported uncertainties and used in integrated analysis. This paper may also contribute to the formulation strategy for future instrument developments. For interpretation and most effective use of these results, the reader is strongly urged to consult with the instrument principle investigator."	1867-1381			2011	4	1				9	27		10.5194/amt-4-9-2011
WOS:000286835400001	"McKenzie, RL; Aucamp, PJ; Bais, AF; Bjorn, LO; Ilyas, M; Madronich, S"	"McKenzie, R. L.; Aucamp, P. J.; Bais, A. F.; Bjoern, L. O.; Ilyas, M.; Madronich, S."		Ozone depletion and climate change: impacts on UV radiation	PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES									"The Montreal Protocol is working, but it will take several decades for ozone to return to 1980 levels. The atmospheric concentrations of ozone depleting substances are decreasing, and ozone column amounts are no longer decreasing. Mid-latitude ozone is expected to return to 1980 levels before mid-century, slightly earlier than predicted previously. However, the recovery rate will be slower at high latitudes. Springtime ozone depletion is expected to continue to occur at polar latitudes, especially in Antarctica, in the next few decades. Because of the success of the Protocol, increases in UV-B radiation have been small outside regions affected by the Antarctic ozone hole, and have been difficult to detect. There is a large variability in UV-B radiation due to factors other than ozone, such as clouds and aerosols. There are few long-term measurements available to confirm the increases that would have occurred as a result of ozone depletion. At mid-latitudes UV-B irradiances are currently only slightly greater than in 1980 (increases less than similar to 5%), but increases have been substantial at high and polar latitudes where ozone depletion has been larger. Without the Montreal Protocol, peak values of sunburning UV radiation could have been tripled by 2065 at mid-northern latitudes. This would have had serious consequences for the environment and for human health. There are strong interactions between ozone depletion and changes in climate induced by increasing greenhouse gases (GHGs). Ozone depletion affects climate, and climate change affects ozone. The successful implementation of the Montreal Protocol has had a marked effect on climate change. The calculated reduction in radiative forcing due to the phase-out of chlorofluorocarbons (CFCs) far exceeds that from the measures taken under the Kyoto protocol for the reduction of GHGs. Thus the phase-out of CFCs is currently tending to counteract the increases in surface temperature due to increased GHGs. The amount of stratospheric ozone can also be affected by the increases in the concentration of GHGs, which lead to decreased temperatures in the stratosphere and accelerated circulation patterns. These changes tend to decrease total ozone in the tropics and increase total ozone at mid and high latitudes. Changes in circulation induced by changes in ozone can also affect patterns of surface wind and rainfall. The projected changes in ozone and clouds may lead to large decreases in UV at high latitudes, where UV is already low; and to small increases at low latitudes, where it is already high. This could have important implications for health and ecosystems. Compared to 1980, UV-B irradiance towards the end of the 21st century is projected to be lower at mid to high latitudes by between 5 and 20% respectively, and higher by 2-3% in the low latitudes. However, these projections must be treated with caution because they also depend strongly on changes in cloud cover, air pollutants, and aerosols, all of which are influenced by climate change, and their future is uncertain. Strong interactions between ozone depletion and climate change and uncertainties in the measurements and models limit our confidence in predicting the future UV radiation. It is therefore important to improve our understanding of the processes involved, and to continue monitoring ozone and surface UV spectral irradiances both from the surface and from satellites so we can respond to unexpected changes in the future."	1474-905X			2011	10	2				182	198		10.1039/c0pp90034f
WOS:000286835400006	"Tang, X; Wilson, SR; Solomon, KR; Shao, M; Madronich, S"	"Tang, X.; Wilson, S. R.; Solomon, K. R.; Shao, M.; Madronich, S."		Changes in air quality and tropospheric composition due to depletion of stratospheric ozone and interactions with climate	PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES									"Air pollution will be directly influenced by future changes in emissions of pollutants, climate, and stratospheric ozone, and will have significant consequences for human health and the environment. UV radiation is one of the controlling factors for the formation of photochemical smog, which includes tropospheric ozone (O(3)) and aerosols; it also initiates the production of hydroxyl radicals (SOH), which control the amount of many climate-and ozone-relevant gases (e. g., methane and HCFCs) in the atmosphere. Numerical models predict that future changes in UV radiation and climate will modify the trends and geographic distribution of SOH, thus affecting the formation of photochemical smog in many urban and regional areas. Concentrations of SOH are predicted to decrease globally by an average of 20% by 2100, with local concentrations varying by as much as a factor of two above and below current values. However, significant differences between modelled and measured values in a limited number of case studies show that chemistry of hydroxyl radicals in the atmosphere is not fully understood. Photochemically produced tropospheric ozone is projected to increase. If emissions of anthropogenic air pollutants from combustion of fossil fuels, burning of biomass, and agricultural activities continue to increase, concentrations of tropospheric O(3) will tend to increase over the next 20-40 years in certain regions of low and middle latitudes because of interactions of emissions, chemical processes, and climate change. Climate-driven increases in temperature and humidity will also increase production of tropospheric O(3) in polluted regions, but reduce it in more pristine regions. Higher temperatures tend to increase emissions of nitrogen oxides (NO(x)) from some soils and release of biogenic volatile organic compounds (VOCs) from vegetation, leading to greater background concentrations of ozone in the troposphere. The net effects of future changes in UV radiation, meteorological conditions, and anthropogenic emissions may be large, thus posing challenges for prediction and management of air quality. Aerosols composed of organic substances have a major role in both climate and air quality, and contribute a large uncertainty to the energy budget of the atmosphere. These aerosols are mostly formed via the UV-initiated oxidation of VOCs from anthropogenic and biogenic sources, although the details of the chemistry are still poorly understood and current models under-predict their abundance. A better understanding of their formation, chemical composition, and optical properties is required to assess their significance for air quality and to better quantify their direct and indirect radiative forcing of climate. Emissions of compounds containing fluorine will continue to have effects on the chemistry of the atmosphere and on climate change. The HCFCs and HFCs used as substitutes for ozone-depleting CFCs can break down into trifluoroacetic acid (TFA), which will accumulate in oceans, salt lakes, and playas. Based on historical use and projections of future uses, including new products entering the market, such as the fluoro-olefins, increased loadings of TFA in these environmental sinks will be small. Even when added to existing amounts from natural sources, risks to humans or the environment from the historical use of CFCs or continued use of their replacements is judged to be negligible."	1474-905X			2011	10	2				280	291		10.1039/c0pp90039g
WOS:000286547000010	"Garcia, RR; Randel, WJ; Kinnison, DE"	"Garcia, Rolando R.; Randel, William J.; Kinnison, Douglas E."		On the determination of age of air trends from atmospheric trace species	JOURNAL OF THE ATMOSPHERIC SCIENCES									"Trace chemical species have been used in numerical models to calculate the age of air (AOA), which is a measure of the strength of the mean meridional circulation. The trend in the AOA has also been computed and found to be negative in simulations where greenhouse gases increase with time, which is consistent with the acceleration of the mean meridional circulation calculated under these conditions. This modeling result has been tested recently using observations of SF(6), a very long lived species whose atmospheric concentration has increased rapidly over the last half century, and of CO(2), which is also very long lived and increasing with time. Surprisingly, the AOA estimated from these gases exhibits no significant trend over the period 1975-2005. Here the Whole Atmosphere Community Climate Model (WACCM) is used to derive estimates of the AOA from SF(6) and CO(2) over the period 1965-2006. The calculated AOA yields trends that are smaller than the trend derived from a synthetic, linearly growing tracer, even after accounting for the nonlinear growth rates of SF(6) and CO(2). A simplified global transport model and analytical arguments are used to show that this follows from the variable growth rate of these species. It is also shown that, when AOA is sampled sparsely as in the observations, the resulting trends have very large error bars and are statistically undistinguishable from zero. These results suggest that trends in the AOA are difficult to estimate unambiguously except for well-sampled tracers that increase linearly and uniformly. While such tracers can be defined in numerical models, there are no naturally occurring species that exhibit such idealized behavior."	0022-4928		JAN	2011	68	1				139	154		10.1175/2010JAS3527.1
WOS:000286550000014	"Lou, XF; Breed, D"	"Lou XiaoFeng; Breed, Dan"		Model evaluations for winter orographic clouds with observations	CHINESE SCIENCE BULLETIN									"The Real-Time Four-Dimensional Data Assimilation (RT-FDDA) system is used for orographic snowpack enhancement. The model has three nested domains with the grid spacing of 18, 6 and 2 km. To evaluate the simulations of winter orographic clouds and precipitation, comparisons are made between model simulations and observations to determine how the model simulates the cloud distribution, cloud height, cloud vertical profiles and snow precipitation. The simulated results of the 02:00 UTC cycling with 2-km resolution are used in the comparison. The observations include SNOTEL, ceilometer, sounding and satellite data, from the ground to air. The verification of these observations indicates that the Weather Research and Forecast (WRF) RT-FDDA system provides good simulations. It is better to use data within the forecast period of 2-16 h simulations. Although the horizontal wind component near the ground has some bias, and the simulated clouds are a little higher and have a little more coverage than observed, the simulated precipitation is a little weaker than observed. The results of the comparison show that the WRF RT-FDDA model provides good simulations and can be used in orographic cloud seeding."	1001-6538		JAN	2011	56	1				76	83		10.1007/s11434-010-4249-2
WOS:000286492300010	"Ray, P; Zhang, CD; Moncrieff, MW; Dudhia, J; Caron, JM; Leung, LR; Bruyere, C"	"Ray, Pallav; Zhang, Chidong; Moncrieff, Mitchell W.; Dudhia, Jim; Caron, Julie M.; Leung, L. Ruby; Bruyere, Cindy"		Role of the atmospheric mean state on the initiation of the Madden-Julian oscillation in a tropical channel model	CLIMATE DYNAMICS									"Tropical channel models, defined as models that are global in the zonal direction but bounded in the meridional direction, are particularly useful for simulating the Madden-Julian oscillation (MJO) and understanding its physical and dynamical basis. Influences from the extra-tropics through the lateral boundaries have been found to be essential to the reproduction of the initiation of certain MJO events. This led to a hypothesis that multi-year simulations using a tropical channel model would reproduce reasonable MJO statistics under the influence of prescribed lateral boundary conditions derived from global reanalyses. Interestingly, the MJO statistics in such a multi-year simulation by a high-resolution tropical channel model are not better than those from global climate models. The error in the atmospheric mean state is found to be a possible reason for the poor MJO statistics in the simulation. Nevertheless, even with a large error in the mean state, the multi-year simulation captures two MJO events previously found to be initiated by exiratropical influences. However, the model does not reproduce a third event, whose initiation is not directly influenced by the extratropics. This implies that in the absence of dynamical interactions between the MJO and the lateral boundary conditions, the error in the mean state could be sufficient to prevent the MJO initiation. To explore this third MJO event further, a series of sensitiviiy tests are conducted. These tests show that the simulation of this event is neither critically influenced by the cumulus parameterization employed, nor the initial conditions when the model is integrated 2 weeks prior to the MJO initiation. The model captures this event when the MJO signal is already present in the initial conditions. The use of high-resolution sea surface temperature does not improve the simulation of the third MJO event. A higher-resolution nested domain covering the Indo-Pacific warm pool region and including a cloud-system resolving domain over the Indonesian Maritime Continent has little effect on the WO initiation over the Indian Ocean. In <2 weeks the error in the simulation is comparable to the climate error. The role of the simulated MJO on the mean state is also explored. Implications and limitations of these results are discussed."	0930-7575		JAN	2011	36	1-2				161	184		10.1007/s00382-010-0859-2
