Standard	id	relevance	benchmark	text
	S1016433		"2. The student will explain the influence of temperature, surface area, agitation and catalysts on the rate of a reaction."	II. Physical Science: B. Chemical Reactions: The student will describe chemical reactions and the factors that influence them.:
	S10144D1		"4. The student will identify, predict and investigate the factors that influence the quality of water and how it can be reused, recycled and conserved."	"III. Earth and Space Science: B. The Water Cycle, Weather and Climate: The student will explain the causes and effects of the Earth‚Äôs atmospheric and hydrologic processes.:"

NSES	S101482D	Applied / 9-12	"Human activities can enhance potential for hazards. Acquisition of resources, urban growth, and waste disposal can accelerate rates of natural change."	"Science in Personal and Social Perspectives: Content Standard F:As a result of activities in grades 9-12, all students should develop understanding of -Personal and community health -Population growth -Natural resources -Environmental quality -Natural and human-induced hazards -Science and technology in local, national, and global challenges: Natural and Human-Induced Hazards"

	S101B652		"¬?A finite supply of the resources required for life; and,"	"IV. Life Science: E. Biological Populations Change Over Time: The student will understand how biological evolution provides a scientific explanation for the fossil record of ancient life forms, as well as for the striking similarities observed among the diverse species of living organisms.: 2. The student will use the principles of natural selection to explain the differential survival of groups of organisms as a consequence of::"
	S101F3F3		¬? The potential for a species to increase its numbers;	"IV. Life Science: E. Biological Populations Change Over Time: The student will understand how biological evolution provides a scientific explanation for the fossil record of ancient life forms, as well as for the striking similarities observed among the diverse species of living organisms.: 2. The student will use the principles of natural selection to explain the differential survival of groups of organisms as a consequence of::"
	S1016433		"2. The student will explain the influence of temperature, surface area, agitation and catalysts on the rate of a reaction."	II. Physical Science: B. Chemical Reactions: The student will describe chemical reactions and the factors that influence them.:
	S1005C9A		"4. The student will predict and analyze how a change in an ecosystem, resulting from natural causes, changes in climate, human activity or introduction of invasive species, can affect both the number of organisms in a population and the biodiversity of species in the ecosystem."	IV. Life Science: C. Interdependence of Life: The student will describe how the environment and interactions between organisms can affect the number of species and the diversity of species in an ecosystem.:

NSES	S1009F28	Applied / 9-12	"Personal choice concerning fitness and health involves multiple factors. Personal goals, peer and social pressures, ethnic and religious beliefs, and understanding of biological consequences can all influence decisions about health practices."	"Science in Personal and Social Perspectives: Content Standard F:As a result of activities in grades 9-12, all students should develop understanding of -Personal and community health -Population growth -Natural resources -Environmental quality -Natural and human-induced hazards -Science and technology in local, national, and global challenges: Personal and Community Health"

	S100E16D		"4. The student will explain how traditions of ethics, peer review, conflict and general consensus influences the conduct of science."	I. History and Nature of Science: A. Scientific World View: The student will understand the nature of scientific ways of thinking and that scientific knowledge changes and accumulates over time.:

NSES	S101D6D8	Applied / 9-12	"Scientists have ethical traditions. Scientists value peer review, truthful reporting about methods and outcomes of investigations, and making public the results of work. Violations of such norms do occur, but scientists responsible for such violations are censured by their peers."	"History and Nature of Science: Content Standard G:As a result of activities in grades 9-12, all students should develop understanding of -Science as a human endeavor -Nature of scientific knowledge -Historical perspectives: Science as a Human Endeavor"

	S100431E	1	5. The student will know that professional scientists and engineers have ethical codes.	I. History and Nature of Science: B. Scientific Inquiry: The student will design and conduct a scientific investigation.:
	S100E16D	1	"4. The student will explain how traditions of ethics, peer review, conflict and general consensus influences the conduct of science."	I. History and Nature of Science: A. Scientific World View: The student will understand the nature of scientific ways of thinking and that scientific knowledge changes and accumulates over time.:
	S10174D6		"9. The student will describe energy, work and power both conceptually and quantitatively."	"II. Physical Science: C. Energy Transformation: The student will understand energy forms, transformations and transfers.:"
	S101BCA2		4. The student will identify possible sources of error and their effects on results.	I. History and Nature of Science: B. Scientific Inquiry: The student will design and conduct a scientific investigation.:
	S1001C57		"6. The student will describe the rock cycle and compare and contrast the processes responsible for the formation of igneous, sedimentary and metamorphic rocks."	"III. Earth and Space Science: A. Earth Structure and Processes: The student will understand that the interactions of the atmosphere, biosphere, lithosphere, hydrosphere and space have resulted in ongoing change of the Earth system over geologic time.:"

NSES	S101CE47	Applied / 9-12	"Science and technology are pursued for different purposes. Scientific inquiry is driven by the desire to understand the natural world, and technological design is driven by the need to meet human needs and solve human problems. Technology, by its nature, has a more direct effect on society than science because its purpose is to solve human problems, help humans adapt, and fulfill human aspirations. Technological solutions may create new problems. Science, by its nature, answers questions that may or may not directly influence humans. Sometimes scientific advances challenge people's beliefs and practical explanations concerning various aspects of the world."	"Science and Technology: Content Standard E:As a result of activities in grades 9-12, all students should develop -Abilities of technological design -Understandings about science and technology: Understandings About Science and Technology"

	S101851B		"5. The student will recognize that science and technology are influenced by cultural backgrounds and beliefs and by social needs, attitudes,\ values and limitations."	I. History and Nature of Science: C. Scientific Enterprise: The student will understand the relationship between science and technology and how both are used.:
	S1013CFB	1	2. The student will provide an example of a need or problem identified by science and solved by engineering or technology.	I. History and Nature of Science: C. Scientific Enterprise: The student will understand the relationship between science and technology and how both are used.:
	S100DCD5	2	3. The student will provide an example of how technology facilitates new discoveries and the development of scientific knowledge.	I. History and Nature of Science: C. Scientific Enterprise: The student will understand the relationship between science and technology and how both are used.:
	S10164C4	3	"1. The student will compare and contrast the purposes and career opportunities of engineering, technology and science."	I. History and Nature of Science: C. Scientific Enterprise: The student will understand the relationship between science and technology and how both are used.:
	S1021FFF		"3. The student will recognize that in order to be valid, scientific knowledge must meet certain criteria including that it: be consistent with experimental, observational and inferential evidence about nature; follow rules of logic and reporting both methods and procedures; and, be falsifiable and open to criticism."	I. History and Nature of Science: A. Scientific World View: The student will understand the nature of scientific ways of thinking and that scientific knowledge changes and accumulates over time.:

NSES	S1012D04	Applied / 9-12	Propose designs and choose between alternative solutions. Students should demonstrate thoughtful planning for a piece of technology or technique. Students should be introduced to the roles of models and simulations in these processes.	"Science and Technology: Content Standard E:As a result of activities in grades 9-12, all students should develop -Abilities of technological design -Understandings about science and technology: Abilities of Technological Design"

	S101C898		6. The student will describe and compare the processes of mitosis and meiosis and their roles in the cell cycle.	"IV. Life Science: A. Cells: The student will comprehend that all living things are composed of cells, and that the life processes in a cell are based on molecular interactions.:"
	S1012A0E		"3. The student will explain the role of the cell membrane as a highly selective barrier in diffusion, osmosis and active transport."	"IV. Life Science: A. Cells: The student will comprehend that all living things are composed of cells, and that the life processes in a cell are based on molecular interactions.:"
	S100E91B		4. The student will describe the role of enzymes as catalysts in metabolism and cellular synthesis of new molecules.	"IV. Life Science: A. Cells: The student will comprehend that all living things are composed of cells, and that the life processes in a cell are based on molecular interactions.:"
	S100DCD5		3. The student will provide an example of how technology facilitates new discoveries and the development of scientific knowledge.	I. History and Nature of Science: C. Scientific Enterprise: The student will understand the relationship between science and technology and how both are used.:
	S101F0CC		"3. The student will illustrate how biological processes have played significant roles in determining the character of the atmosphere, biosphere, hydrosphere and lithosphere over time."	"III. Earth and Space Science: A. Earth Structure and Processes: The student will understand that the interactions of the atmosphere, biosphere, lithosphere, hydrosphere and space have resulted in ongoing change of the Earth system over geologic time.:"